ID CHARACTER FAILURE YEARS FAMILY EMPLOYEES
206 1 1 7 1 40
153 2 1 9 0 45
21 1 1 20 1 80
97 1 0 15 1 75
178 2 0 32 0 80
192 1 1 11 0 60
71 1 0 19 1 60
1 1 1 13 0 50
18 1 1 16 1 80
40 1 1 23 0 60
223 2 1 5 1 80
102 1 1 15 0 65
164 2 1 10 0 55
86 1 1 3 0 70
34 1 0 18 0 60
229 1 1 7 0 50
227 1 1 17 0 55
262 2 1 17 0 80
67 1 1 12 0 60
228 1 1 6 1 50
11 1 0 5 1 80
162 2 1 8 1 70
239 1 0 3 0 40
161 2 0 18 1 80
6 1 1 22 0 55
134 2 1 7 1 70
4 1 1 6 0 30
36 1 1 12 1 55
101 1 1 5 1 80
179 2 0 21 1 80
62 1 1 14 0 60
44 1 0 18 0 70
28 1 1 12 1 55
184 2 0 7 0 40
217 1 1 14 0 55
189 1 1 4 1 75
14 1 1 19 0 70
51 1 1 5 0 35
258 2 1 11 0 55
193 2 0 17 1 65
96 1 1 6 0 50
10 1 1 12 1 65
264 1 1 3 0 40
170 2 1 3 1 70
43 1 1 19 0 65
118 2 0 17 0 70
66 1 1 6 1 60
169 2 0 18 0 80
249 2 0 12 1 80
94 1 1 15 0 80
235 1 1 4 1 55
119 2 0 21 0 65
81 1 1 9 0 65
129 2 0 20 0 70
173 2 0 14 1 70
74 1 1 21 0 50
133 2 1 21 0 40
45 1 1 16 0 60
89 1 1 21 0 35
233 1 0 3 0 55
90 1 0 13 0 50
13 1 1 16 0 55
252 1 1 6 1 60
16 1 1 12 1 60
201 1 1 4 0 20
254 1 0 15 0 50
52 1 1 15 0 30
195 1 0 14 1 75
93 1 1 5 0 65
226 1 0 9 1 80
219 1 1 11 1 60
188 2 1 12 0 55
58 1 1 20 1 60
79 1 0 16 0 45
225 1 1 3 0 45
131 2 0 11 0 70
256 2 1 9 0 90
23 1 1 11 1 60
177 2 0 3 1 40
82 1 1 8 1 60
31 1 0 19 0 60
3 1 1 8 0 55
181 2 1 7 0 100
163 2 0 19 1 40
15 1 1 7 1 60
187 2 0 16 0 40
85 1 1 7 0 40
109 2 0 17 0 80
99 1 1 16 0 70
215 1 0 7 1 50
208 1 0 6 1 65
65 1 1 8 1 40
54 1 1 21 0 50
198 1 1 11 0 45
69 1 0 18 0 75
253 1 1 10 0 70
26 1 1 8 1 65
73 1 0 13 0 80
257 1 1 6 0 50
32 1 1 20 0 80
150 2 1 5 0 40
46 1 1 16 1 60
160 2 1 5 0 40
87 1 1 17 0 80
205 1 0 5 1 60
22 1 1 7 1 60
194 1 0 10 1 50
216 1 1 6 1 70
207 1 0 4 1 40
250 1 1 4 0 40
186 2 0 21 0 100
165 2 0 34 1 80
88 1 1 16 1 70
137 2 0 18 0 70
27 1 0 18 1 45
255 1 0 10 1 60
126 2 0 18 0 110
57 1 1 18 1 70
156 2 0 11 0 60
53 1 1 16 0 65
222 1 0 5 1 60
238 2 0 17 1 45
105 2 0 5 0 50
176 2 1 4 1 70
41 1 1 17 1 60
103 2 1 22 1 60
146 2 1 6 1 50
24 1 1 9 0 55
7 1 1 14 1 65
211 1 1 6 0 55
259 2 0 17 1 50
98 1 1 7 0 45
183 2 1 8 1 40
240 1 1 5 1 55
72 1 1 6 1 80
80 1 0 11 1 60
200 1 1 14 1 40
221 1 0 11 0 40
210 1 1 18 0 65
218 1 1 11 0 45
84 1 1 12 1 55
245 1 1 5 1 60
123 2 0 19 1 100
55 1 1 5 0 65
197 1 1 5 1 55
209 1 1 4 1 50
234 1 1 8 1 60
76 1 1 8 0 70
121 2 0 18 0 70
158 2 0 10 1 60
