ID CHARACTER FAILURE YEARS FAMILY EMPLOYEES
256 2 1 9 0 90
156 2 0 11 0 60
57 1 1 18 1 70
30 1 1 9 1 50
32 1 1 20 0 80
251 1 1 5 1 60
27 1 0 18 1 45
264 1 1 3 0 40
253 1 1 10 0 70
41 1 1 17 1 60
19 1 1 16 0 80
133 2 1 21 0 40
73 1 0 13 0 80
188 2 1 12 0 55
234 1 1 8 1 60
109 2 0 17 0 80
162 2 1 8 1 70
223 2 1 5 1 80
94 1 1 15 0 80
179 2 0 21 1 80
200 1 1 14 1 40
43 1 1 19 0 65
187 2 0 16 0 40
10 1 1 12 1 65
69 1 0 18 0 75
67 1 1 12 0 60
70 1 1 11 0 65
225 1 1 3 0 45
257 1 1 6 0 50
97 1 0 15 1 75
189 1 1 4 1 75
165 2 0 34 1 80
80 1 0 11 1 60
160 2 1 5 0 40
239 1 0 3 0 40
51 1 1 5 0 35
153 2 1 9 0 45
82 1 1 8 1 60
208 1 0 6 1 65
226 1 0 9 1 80
87 1 1 17 0 80
176 2 1 4 1 70
84 1 1 12 1 55
227 1 1 17 0 55
184 2 0 7 0 40
263 2 0 17 0 65
5 1 1 8 1 65
254 1 0 15 0 50
62 1 1 14 0 60
255 1 0 10 1 60
31 1 0 19 0 60
252 1 1 6 1 60
197 1 1 5 1 55
66 1 1 6 1 60
113 2 1 4 1 60
99 1 1 16 0 70
146 2 1 6 1 50
55 1 1 5 0 65
186 2 0 21 0 100
33 1 1 9 0 65
219 1 1 11 1 60
143 2 0 33 0 80
228 1 1 6 1 50
194 1 0 10 1 50
93 1 1 5 0 65
131 2 0 11 0 70
88 1 1 16 1 70
245 1 1 5 1 60
205 1 0 5 1 60
72 1 1 6 1 80
52 1 1 15 0 30
240 1 1 5 1 55
23 1 1 11 1 60
181 2 1 7 0 100
259 2 0 17 1 50
100 1 1 23 0 70
210 1 1 18 0 65
169 2 0 18 0 80
134 2 1 7 1 70
74 1 1 21 0 50
14 1 1 19 0 70
44 1 0 18 0 70
209 1 1 4 1 50
258 2 1 11 0 55
16 1 1 12 1 60
89 1 1 21 0 35
173 2 0 14 1 70
121 2 0 18 0 70
92 1 0 5 1 65
102 1 1 15 0 65
106 2 1 14 0 55
76 1 1 8 0 70
211 1 1 6 0 55
86 1 1 3 0 70
195 1 0 14 1 75
243 1 0 3 1 50
215 1 0 7 1 50
58 1 1 20 1 60
61 1 1 6 1 70
103 2 1 22 1 60
164 2 1 10 0 55
192 1 1 11 0 60
201 1 1 4 0 20
50 1 1 18 0 65
22 1 1 7 1 60
137 2 0 18 0 70
7 1 1 14 1 65
224 1 1 17 1 50
3 1 1 8 0 55
132 2 0 20 0 70
163 2 0 19 1 40
40 1 1 23 0 60
15 1 1 7 1 60
218 1 1 11 0 45
95 1 0 17 0 80
236 1 0 11 0 60
90 1 0 13 0 50
170 2 1 3 1 70
13 1 1 16 0 55
217 1 1 14 0 55
229 1 1 7 0 50
34 1 0 18 0 60
118 2 0 17 0 70
249 2 0 12 1 80
105 2 0 5 0 50
177 2 0 3 1 40
64 1 1 16 0 65
101 1 1 5 1 80
2 1 1 9 1 55
206 1 1 7 1 40
6 1 1 22 0 55
183 2 1 8 1 40
65 1 1 8 1 40
81 1 1 9 0 65
119 2 0 21 0 65
110 2 1 14 0 50
250 1 1 4 0 40
24 1 1 9 0 55
21 1 1 20 1 80
96 1 1 6 0 50
79 1 0 16 0 45
214 1 0 17 0 40
216 1 1 6 1 70
53 1 1 16 0 65
104 2 0 22 0 50
262 2 1 17 0 80
161 2 0 18 1 80
1 1 1 13 0 50
235 1 1 4 1 55
45 1 1 16 0 60
