ID CHARACTER FAILURE YEARS FAMILY EMPLOYEES
7 1 1 14 1 65
215 1 0 7 1 50
250 1 1 4 0 40
90 1 0 13 0 50
81 1 1 9 0 65
30 1 1 9 1 50
217 1 1 14 0 55
132 2 0 20 0 70
109 2 0 17 0 80
253 1 1 10 0 70
226 1 0 9 1 80
163 2 0 19 1 40
257 1 1 6 0 50
92 1 0 5 1 65
95 1 0 17 0 80
227 1 1 17 0 55
240 1 1 5 1 55
165 2 0 34 1 80
67 1 1 12 0 60
2 1 1 9 1 55
223 2 1 5 1 80
123 2 0 19 1 100
170 2 1 3 1 70
38 1 1 18 0 55
233 1 0 3 0 55
238 2 0 17 1 45
239 1 0 3 0 40
88 1 1 16 1 70
103 2 1 22 1 60
206 1 1 7 1 40
211 1 1 6 0 55
70 1 1 11 0 65
86 1 1 3 0 70
158 2 0 10 1 60
143 2 0 33 0 80
150 2 1 5 0 40
106 2 1 14 0 55
264 1 1 3 0 40
100 1 1 23 0 70
131 2 0 11 0 70
27 1 0 18 1 45
50 1 1 18 0 65
45 1 1 16 0 60
41 1 1 17 1 60
229 1 1 7 0 50
161 2 0 18 1 80
16 1 1 12 1 60
46 1 1 16 1 60
225 1 1 3 0 45
76 1 1 8 0 70
69 1 0 18 0 75
10 1 1 12 1 65
245 1 1 5 1 60
228 1 1 6 1 50
234 1 1 8 1 60
54 1 1 21 0 50
189 1 1 4 1 75
52 1 1 15 0 30
201 1 1 4 0 20
82 1 1 8 1 60
68 1 0 14 0 80
198 1 1 11 0 45
160 2 1 5 0 40
177 2 0 3 1 40
251 1 1 5 1 60
119 2 0 21 0 65
26 1 1 8 1 65
193 2 0 17 1 65
236 1 0 11 0 60
71 1 0 19 1 60
176 2 1 4 1 70
249 2 0 12 1 80
3 1 1 8 0 55
28 1 1 12 1 55
207 1 0 4 1 40
133 2 1 21 0 40
31 1 0 19 0 60
209 1 1 4 1 50
94 1 1 15 0 80
85 1 1 7 0 40
192 1 1 11 0 60
64 1 1 16 0 65
178 2 0 32 0 80
19 1 1 16 0 80
175 2 1 7 1 60
184 2 0 7 0 40
146 2 1 6 1 50
243 1 0 3 1 50
65 1 1 8 1 40
221 1 0 11 0 40
188 2 1 12 0 55
110 2 1 14 0 50
84 1 1 12 1 55
72 1 1 6 1 80
156 2 0 11 0 60
80 1 0 11 1 60
162 2 1 8 1 70
235 1 1 4 1 55
262 2 1 17 0 80
118 2 0 17 0 70
98 1 1 7 0 45
216 1 1 6 1 70
254 1 0 15 0 50
61 1 1 6 1 70
40 1 1 23 0 60
5 1 1 8 1 65
51 1 1 5 0 35
96 1 1 6 0 50
224 1 1 17 1 50
222 1 0 5 1 60
121 2 0 18 0 70
197 1 1 5 1 55
15 1 1 7 1 60
104 2 0 22 0 50
214 1 0 17 0 40
195 1 0 14 1 75
258 2 1 11 0 55
36 1 1 12 1 55
11 1 0 5 1 80
263 2 0 17 0 65
126 2 0 18 0 110
58 1 1 20 1 60
34 1 0 18 0 60
208 1 0 6 1 65
200 1 1 14 1 40
134 2 1 7 1 70
33 1 1 9 0 65
186 2 0 21 0 100
187 2 0 16 0 40
66 1 1 6 1 60
55 1 1 5 0 65
153 2 1 9 0 45
113 2 1 4 1 60
57 1 1 18 1 70
255 1 0 10 1 60
44 1 0 18 0 70
210 1 1 18 0 65
256 2 1 9 0 90
205 1 0 5 1 60
1 1 1 13 0 50
4 1 1 6 0 30
21 1 1 20 1 80
32 1 1 20 0 80
62 1 1 14 0 60
79 1 0 16 0 45
53 1 1 16 0 65
73 1 0 13 0 80
181 2 1 7 0 100
87 1 1 17 0 80
173 2 0 14 1 70
