ID CHARACTER FAILURE YEARS FAMILY EMPLOYEES
158 2 0 10 1 60
85 1 1 7 0 40
205 1 0 5 1 60
1 1 1 13 0 50
228 1 1 6 1 50
164 2 1 10 0 55
143 2 0 33 0 80
95 1 0 17 0 80
23 1 1 11 1 60
96 1 1 6 0 50
250 1 1 4 0 40
110 2 1 14 0 50
243 1 0 3 1 50
211 1 1 6 0 55
206 1 1 7 1 40
79 1 0 16 0 45
252 1 1 6 1 60
238 2 0 17 1 45
201 1 1 4 0 20
195 1 0 14 1 75
41 1 1 17 1 60
254 1 0 15 0 50
179 2 0 21 1 80
81 1 1 9 0 65
258 2 1 11 0 55
10 1 1 12 1 65
103 2 1 22 1 60
11 1 0 5 1 80
71 1 0 19 1 60
51 1 1 5 0 35
22 1 1 7 1 60
137 2 0 18 0 70
34 1 0 18 0 60
24 1 1 9 0 55
102 1 1 15 0 65
194 1 0 10 1 50
53 1 1 16 0 65
257 1 1 6 0 50
88 1 1 16 1 70
209 1 1 4 1 50
235 1 1 4 1 55
73 1 0 13 0 80
87 1 1 17 0 80
187 2 0 16 0 40
208 1 0 6 1 65
66 1 1 6 1 60
216 1 1 6 1 70
119 2 0 21 0 65
93 1 1 5 0 65
161 2 0 18 1 80
189 1 1 4 1 75
219 1 1 11 1 60
97 1 0 15 1 75
4 1 1 6 0 30
54 1 1 21 0 50
226 1 0 9 1 80
160 2 1 5 0 40
169 2 0 18 0 80
192 1 1 11 0 60
186 2 0 21 0 100
218 1 1 11 0 45
131 2 0 11 0 70
106 2 1 14 0 55
65 1 1 8 1 40
72 1 1 6 1 80
210 1 1 18 0 65
6 1 1 22 0 55
259 2 0 17 1 50
150 2 1 5 0 40
101 1 1 5 1 80
52 1 1 15 0 30
133 2 1 21 0 40
69 1 0 18 0 75
181 2 1 7 0 100
263 2 0 17 0 65
163 2 0 19 1 40
64 1 1 16 0 65
184 2 0 7 0 40
86 1 1 3 0 70
33 1 1 9 0 65
178 2 0 32 0 80
62 1 1 14 0 60
249 2 0 12 1 80
165 2 0 34 1 80
175 2 1 7 1 60
132 2 0 20 0 70
153 2 1 9 0 45
44 1 0 18 0 70
239 1 0 3 0 40
84 1 1 12 1 55
233 1 0 3 0 55
26 1 1 8 1 65
236 1 0 11 0 60
31 1 0 19 0 60
256 2 1 9 0 90
90 1 0 13 0 50
188 2 1 12 0 55
105 2 0 5 0 50
193 2 0 17 1 65
224 1 1 17 1 50
99 1 1 16 0 70
45 1 1 16 0 60
118 2 0 17 0 70
126 2 0 18 0 110
43 1 1 19 0 65
5 1 1 8 1 65
251 1 1 5 1 60
176 2 1 4 1 70
129 2 0 20 0 70
61 1 1 6 1 70
227 1 1 17 0 55
173 2 0 14 1 70
74 1 1 21 0 50
14 1 1 19 0 70
229 1 1 7 0 50
262 2 1 17 0 80
19 1 1 16 0 80
177 2 0 3 1 40
30 1 1 9 1 50
18 1 1 16 1 80
214 1 0 17 0 40
198 1 1 11 0 45
200 1 1 14 1 40
217 1 1 14 0 55
156 2 0 11 0 60
113 2 1 4 1 60
225 1 1 3 0 45
80 1 0 11 1 60
16 1 1 12 1 60
234 1 1 8 1 60
28 1 1 12 1 55
68 1 0 14 0 80
223 2 1 5 1 80
134 2 1 7 1 70
94 1 1 15 0 80
21 1 1 20 1 80
170 2 1 3 1 70
215 1 0 7 1 50
183 2 1 8 1 40
13 1 1 16 0 55
82 1 1 8 1 60
100 1 1 23 0 70
162 2 1 8 1 70
67 1 1 12 0 60
253 1 1 10 0 70
123 2 0 19 1 100
2 1 1 9 1 55
58 1 1 20 1 60
55 1 1 5 0 65
36 1 1 12 1 55
