ID CHARACTER FAILURE YEARS FAMILY EMPLOYEES
156 2 0 11 0 60
27 1 0 18 1 45
189 1 1 4 1 75
38 1 1 18 0 55
181 2 1 7 0 100
209 1 1 4 1 50
19 1 1 16 0 80
123 2 0 19 1 100
153 2 1 9 0 45
79 1 0 16 0 45
88 1 1 16 1 70
225 1 1 3 0 45
194 1 0 10 1 50
90 1 0 13 0 50
200 1 1 14 1 40
96 1 1 6 0 50
259 2 0 17 1 50
82 1 1 8 1 60
5 1 1 8 1 65
255 1 0 10 1 60
95 1 0 17 0 80
216 1 1 6 1 70
109 2 0 17 0 80
64 1 1 16 0 65
102 1 1 15 0 65
221 1 0 11 0 40
118 2 0 17 0 70
188 2 1 12 0 55
103 2 1 22 1 60
210 1 1 18 0 65
93 1 1 5 0 65
206 1 1 7 1 40
74 1 1 21 0 50
195 1 0 14 1 75
22 1 1 7 1 60
53 1 1 16 0 65
62 1 1 14 0 60
61 1 1 6 1 70
7 1 1 14 1 65
160 2 1 5 0 40
161 2 0 18 1 80
254 1 0 15 0 50
126 2 0 18 0 110
66 1 1 6 1 60
201 1 1 4 0 20
132 2 0 20 0 70
71 1 0 19 1 60
263 2 0 17 0 65
6 1 1 22 0 55
164 2 1 10 0 55
176 2 1 4 1 70
30 1 1 9 1 50
73 1 0 13 0 80
113 2 1 4 1 60
85 1 1 7 0 40
257 1 1 6 0 50
165 2 0 34 1 80
11 1 0 5 1 80
228 1 1 6 1 50
87 1 1 17 0 80
84 1 1 12 1 55
104 2 0 22 0 50
173 2 0 14 1 70
183 2 1 8 1 40
3 1 1 8 0 55
10 1 1 12 1 65
229 1 1 7 0 50
243 1 0 3 1 50
134 2 1 7 1 70
253 1 1 10 0 70
41 1 1 17 1 60
193 2 0 17 1 65
162 2 1 8 1 70
51 1 1 5 0 35
179 2 0 21 1 80
43 1 1 19 0 65
44 1 0 18 0 70
249 2 0 12 1 80
31 1 0 19 0 60
198 1 1 11 0 45
21 1 1 20 1 80
258 2 1 11 0 55
97 1 0 15 1 75
223 2 1 5 1 80
215 1 0 7 1 50
207 1 0 4 1 40
197 1 1 5 1 55
34 1 0 18 0 60
100 1 1 23 0 70
184 2 0 7 0 40
81 1 1 9 0 65
46 1 1 16 1 60
211 1 1 6 0 55
67 1 1 12 0 60
240 1 1 5 1 55
175 2 1 7 1 60
94 1 1 15 0 80
186 2 0 21 0 100
262 2 1 17 0 80
208 1 0 6 1 65
68 1 0 14 0 80
177 2 0 3 1 40
99 1 1 16 0 70
163 2 0 19 1 40
57 1 1 18 1 70
50 1 1 18 0 65
187 2 0 16 0 40
14 1 1 19 0 70
13 1 1 16 0 55
251 1 1 5 1 60
150 2 1 5 0 40
158 2 0 10 1 60
222 1 0 5 1 60
70 1 1 11 0 65
224 1 1 17 1 50
72 1 1 6 1 80
86 1 1 3 0 70
76 1 1 8 0 70
1 1 1 13 0 50
143 2 0 33 0 80
36 1 1 12 1 55
121 2 0 18 0 70
54 1 1 21 0 50
55 1 1 5 0 65
80 1 0 11 1 60
58 1 1 20 1 60
178 2 0 32 0 80
89 1 1 21 0 35
65 1 1 8 1 40
133 2 1 21 0 40
32 1 1 20 0 80
131 2 0 11 0 70
137 2 0 18 0 70
227 1 1 17 0 55
23 1 1 11 1 60
40 1 1 23 0 60
256 2 1 9 0 90
234 1 1 8 1 60
250 1 1 4 0 40
4 1 1 6 0 30
92 1 0 5 1 65
252 1 1 6 1 60
170 2 1 3 1 70
214 1 0 17 0 40
192 1 1 11 0 60
146 2 1 6 1 50
106 2 1 14 0 55
101 1 1 5 1 80
205 1 0 5 1 60
45 1 1 16 0 60
